nama_organisasi,kode_jabatan,kelompok_jabatan,bod_level,nama_jabatan,id_jobfamily,komoditas
SUPP,SUPR00259,Asisten Holding/Sub Holding/Regional,3,Asisten Kesekretariatan dan Urta,15,
SUPP,SUPR00260,Asisten Holding/Sub Holding/Regional,3,Asisten Manajemen Risiko,16,
SUPP,SUPR00261,Asisten Holding/Sub Holding/Regional,3,Asisten TJSL,15,
SUPP,SUPR00262,Asisten Holding/Sub Holding/Regional,3,Asisten Umum & Rumah Tangga,15,
SUPP,SUPR00263,Asisten Holding/Sub Holding/Regional,3,Manager Administrasi Umum,15,
SUPP,SUPR00264,Asisten Holding/Sub Holding/Regional,3,Asisten Kepatuhan & Legal Drafting,16,
SUPP,SUPR00265,Asisten Holding/Sub Holding/Regional,3,Asisten Litigasi,16,
SUPP,SUPR00266,Asisten Holding/Sub Holding/Regional,3,Asisten Litigasi dan Non Litigasi,16,
SUPP,SUPR00267,"Asisten Tata Usaha, Keuangan, Personalia, dan Umum (Unit)",3,Asisten Manajer Agraria dan Legal Aset,16,
SUPP,SUPR00268,Asisten Holding/Sub Holding/Regional,3,Asisten Non Litigasi,16,
SUPP,SUPR00269,Asisten Holding/Sub Holding/Regional,3,Asisten Perizinan dan Kepatuhan,16,
SUPP,SUPR00270,Asisten Holding/Sub Holding/Regional,3,Asisten Pertanahan,16,
SUPP,SUPR00271,Asisten Holding/Sub Holding/Regional,3,Asisten Pertanahan & Perizinan,16,
SUPP,SUPR00272,Asisten Holding/Sub Holding/Regional,3,Asisten Pertanahan dan Keamanan,16,
SUPP,SUPR00273,Asisten Holding/Sub Holding/Regional,3,Manager Legal & Perikatan & Divestasi,16,
SUPP,SUPR00274,Asisten Holding/Sub Holding/Regional,3,"Asisten Lingkungan,K3,Sosial & T Kelola (ESG)",16,
SUPP,SUPR00275,Asisten Holding/Sub Holding/Regional,3,Asisten Pengawasan Sistem Manajemen,16,
SUPP,SUPR00276,Asisten Holding/Sub Holding/Regional,3,Asisten Perencanaan Strategis,17,
SUPP,SUPR00277,Asisten Holding/Sub Holding/Regional,3,Asisten Sistem Manajemen dan Sustainability,16,
SUPP,SUPR00278,Asisten Holding/Sub Holding/Regional,3,Asisten Sistem Manajemen-MRK,16,
SUPP,SUPR00279,Asisten Holding/Sub Holding/Regional,3,Asisten Auditor Regional,16,
SUPP,SUPR00280,Asisten Holding/Sub Holding/Regional,3,Asisten Auditor Tim A,16,
SUPP,SUPR00281,Asisten Holding/Sub Holding/Regional,3,Asisten Auditor Tim B,16,
SUPP,SUPR00282,Asisten Afdeling/Tanaman (Unit),3,Asisten Afdeling Kakao,18,
SUPP,SUPR00283,Asisten Afdeling/Tanaman (Unit),3,Asisten Afdeling Karet,18,
SUPP,SUPR00284,Asisten Afdeling/Tanaman (Unit),3,Asisten Afdeling Kayu,18,
SUPP,SUPR00285,Asisten Afdeling/Tanaman (Unit),3,Asisten Afdeling Kopi,18,
SUPP,SUPR00286,Asisten Afdeling/Tanaman (Unit),3,Asisten Afdeling Teh,18,
SUPP,SUPR00287,Asisten Afdeling/Tanaman (Unit),3,Asisten Afdeling Tembakau,18,
